PERMNO,date,NCUSIP,TICKER,COMNAM,TSYMBOL,PERMCO,CUSIP,PRC,vwretx,ewretx,sprtrn
83435,20150102,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,50.17,-0.00038,0.00143,-0.00034
83435,20150105,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,49.13,-0.018346,-0.01263,-0.018278
83435,20150106,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,49.21,-0.009664,-0.010179,-0.008893
83435,20150107,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,48.59,0.010917,0.007985,0.01163
83435,20150108,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,50.23,0.016847,0.013032,0.017888
83435,20150109,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,49.72,-0.007555,-0.004124,-0.008404
83435,20150112,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,48.8,-0.007788,-0.004697,-0.008094
83435,20150113,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,48.3,-0.002386,-0.002701,-0.002579
83435,20150114,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,47.51,-0.005241,-0.00393,-0.005813
83435,20150115,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,46.23,-0.009221,-0.010606,-0.009248
83435,20150116,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,46.47,0.013835,0.012351,0.013424
83435,20150120,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,47.63,0.000235,-0.003479,0.00155
83435,20150121,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,48.18,0.004439,0.000928,0.004732
83435,20150122,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,48.89,0.014677,0.010946,0.01527
83435,20150123,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,48.95,-0.0042,-0.002666,-0.005492
83435,20150126,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,49.44,0.004393,0.007365,0.002568
83435,20150127,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,47.99,-0.010027,-0.001501,-0.013388
83435,20150128,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,46.46,-0.01424,-0.012793,-0.013496
83435,20150129,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,43.73,0.008378,0.006127,0.009535
83435,20150130,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,43.99,-0.012212,-0.009685,-0.012992
83435,20150202,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,44.685,0.012194,0.008706,0.012962
83435,20150203,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,44.7,0.014991,0.015399,0.014439
83435,20150204,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,44.045,-0.004703,-0.004626,-0.004156
83435,20150205,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,43.545,0.011247,0.011554,0.010291
83435,20150206,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,42.94,-0.003779,-0.002918,-0.003418
83435,20150209,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,42.57,-0.004132,-0.002002,-0.004247
83435,20150210,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,43.07,0.008578,0.002193,0.010676
83435,20150211,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,42.96,-0.000654,-0.001596,-0.000029
83435,20150212,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,43.925,0.010247,0.009818,0.009645
83435,20150213,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,44.42,0.004672,0.007094,0.004075
83435,20150217,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,43.53,0.001634,0.002105,0.001598
83435,20150218,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,43.65,0.00005,0.002041,-0.000314
83435,20150219,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,44.37,-0.001167,0.000386,-0.001062
83435,20150220,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,44.11,0.005628,0.001785,0.006126
83435,20150223,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,43.53,-0.00067,-0.002226,-0.000303
83435,20150224,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,43.38,0.002281,0.003286,0.002759
83435,20150225,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,44.43,0.000531,0.003202,-0.000766
83435,20150226,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,44.45,-0.001679,-0.000317,-0.001476
83435,20150227,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,44.28,-0.002625,-0.001439,-0.002956
83435,20150302,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,44.11,0.005409,0.003374,0.006125
83435,20150303,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,42.62,-0.004068,-0.00318,-0.004539
83435,20150304,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,43.99,-0.003927,-0.002696,-0.004389
83435,20150305,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,44.16,0.001579,0.002376,0.001196
83435,20150306,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,43.44,-0.013959,-0.010932,-0.014174
83435,20150309,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,42.98,0.002772,-0.0009,0.003944
83435,20150310,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,42.675,-0.015587,-0.01239,-0.016961
83435,20150311,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,42.5,-0.000403,0.001807,-0.001918
83435,20150312,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,42.95,0.011776,0.009437,0.012601
83435,20150313,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,42.87,-0.005558,-0.004583,-0.006075
83435,20150316,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,43.51,0.011749,0.002402,0.013534
83435,20150317,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,43.785,-0.001758,0.000766,-0.00332
83435,20150318,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,44.67,0.012038,0.010125,0.012158
83435,20150319,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,44.98,-0.004573,-0.001138,-0.004873
83435,20150320,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,45.035,0.009307,0.007052,0.009013
83435,20150323,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,44.715,-0.001002,0.003323,-0.001746
83435,20150324,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,44.42,-0.004631,0.000171,-0.006139
83435,20150325,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,44.2,-0.014837,-0.013218,-0.014559
83435,20150326,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,44.47,-0.002272,-0.002252,-0.002377
83435,20150327,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,45.1,0.002235,0.002006,0.002369
83435,20150330,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,44.95,0.011449,0.006737,0.012237
83435,20150331,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,44.435,-0.007199,-0.003586,-0.008796
83435,20150401,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,44.13,-0.002799,0.000871,-0.003965
83435,20150402,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,44.15,0.003928,0.004673,0.00353
83435,20150406,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,43.67,0.006567,0.006025,0.006609
83435,20150407,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,43.61,-0.002159,0.000104,-0.002062
83435,20150408,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,45.17,0.003343,0.004482,0.002683
83435,20150409,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,45.63,0.003333,0.00124,0.004457
83435,20150410,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,45.18,0.004601,0.003474,0.005203
83435,20150413,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,44.77,-0.003815,-0.000543,-0.004581
83435,20150414,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,45.525,0.001868,0.00308,0.00163
83435,20150415,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,45.73,0.006168,0.007964,0.005148
83435,20150416,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,45.78,-0.000435,0.000378,-0.000778
83435,20150417,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,44.45,-0.011312,-0.010519,-0.011311
83435,20150420,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,44.655,0.008056,0.005586,0.009235
83435,20150421,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,44.49,-0.00105,-0.000296,-0.001481
83435,20150422,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,43.975,0.004089,0.001907,0.005088
83435,20150423,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,43.695,0.003465,0.005461,0.002358
83435,20150424,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,44.52,0.001156,-0.000637,0.002253
83435,20150427,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,44.36,-0.0048,-0.006125,-0.004141
83435,20150428,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,44.34,0.002342,0.002909,0.002769
83435,20150429,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,43.28,-0.004012,-0.005033,-0.00374
83435,20150430,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,42.565,-0.010785,-0.011784,-0.010129
83435,20150501,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,42.51,0.009255,0.004649,0.010923
83435,20150504,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,42.04,0.002963,0.003444,0.002941
83435,20150505,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,41.3,-0.011647,-0.009871,-0.011837
83435,20150506,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,41.66,-0.003676,-0.002557,-0.004456
83435,20150507,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,43.87,0.003143,0.000593,0.003774
83435,20150508,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,44.09,0.01207,0.008189,0.013458
83435,20150511,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,43.6,-0.004175,-0.000986,-0.00509
83435,20150512,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,43.84,-0.00229,-0.001314,-0.00295
83435,20150513,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,44.395,-0.000025,0.000742,-0.000305
83435,20150514,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,44.95,0.00963,0.006227,0.010779
83435,20150515,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,44.75,0.000975,0.001759,0.000768
83435,20150518,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,44.36,0.003286,0.003103,0.003048
83435,20150519,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,40.98,-0.001501,-0.003925,-0.000643
83435,20150520,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,42.79,-0.000415,0.001219,-0.000931
83435,20150521,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,43.675,0.002379,0.000829,0.002338
83435,20150522,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,43.485,-0.002264,-0.001828,-0.002234
83435,20150526,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,42.85,-0.010484,-0.009358,-0.010282
83435,20150527,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,43.38,0.008495,0.006105,0.009163
83435,20150528,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,43.07,-0.001344,-0.001138,-0.001267
83435,20150529,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,42.935,-0.005834,-0.002798,-0.006318
83435,20150601,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,43.35,0.001439,0.000207,0.002059
83435,20150602,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,43.15,0.000332,0.004322,-0.001009
83435,20150603,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,43.21,0.002504,0.004433,0.002119
83435,20150604,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,42.88,-0.008911,-0.00746,-0.008623
83435,20150605,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,42.81,-0.000056,0.002851,-0.001436
83435,20150608,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,42.01,-0.006666,-0.003787,-0.006474
83435,20150609,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,41.63,-0.000065,-0.002574,0.000418
83435,20150610,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,42.06,0.011463,0.009125,0.012042
83435,20150611,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,40.935,0.001611,0.000628,0.001739
83435,20150612,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,40.525,-0.006245,-0.002061,-0.006994
83435,20150615,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,40.47,-0.004065,-0.002226,-0.004622
83435,20150616,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,40.635,0.004935,0.002354,0.00569
83435,20150617,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,40.96,0.001699,0.000337,0.00198
83435,20150618,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,40.91,0.009178,0.006271,0.009903
83435,20150619,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,40.51,-0.004945,-0.00339,-0.005304
83435,20150622,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,40.73,0.005811,0.004922,0.006095
83435,20150623,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,40.65,0.00123,0.002597,0.000636
83435,20150624,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,40.94,-0.007516,-0.006784,-0.007353
83435,20150625,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,41.065,-0.002799,-0.002999,-0.002974
83435,20150626,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,40.06,-0.00112,-0.004508,-0.00039
83435,20150629,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,38.91,-0.02159,-0.020756,-0.020866
83435,20150630,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,39.29,0.002924,0.003973,0.002658
83435,20150701,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,39.33,0.005289,-0.000296,0.006936
83435,20150702,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,39.38,-0.00061,-0.002143,-0.000308
83435,20150706,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,38.61,-0.004539,-0.006938,-0.003862
83435,20150707,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,38.23,0.004958,-0.002207,0.006081
83435,20150708,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,37.23,-0.016723,-0.01679,-0.016653
83435,20150709,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,37.61,0.002728,0.006727,0.002262
83435,20150710,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,37.92,0.01268,0.011909,0.012338
83435,20150713,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,38.76,0.010166,0.007712,0.011066
83435,20150714,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,38.63,0.004712,0.00453,0.004453
83435,20150715,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,38.38,-0.002505,-0.006674,-0.000735
83435,20150716,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,38.91,0.006948,0.004294,0.008015
83435,20150717,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,39.68,-0.000626,-0.004252,0.001106
83435,20150720,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,39.54,-0.001237,-0.009289,0.000771
83435,20150721,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,39.73,-0.004094,-0.001794,-0.004262
83435,20150722,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,39.24,-0.00246,-0.003146,-0.002388
83435,20150723,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,39.21,-0.005549,-0.006078,-0.005676
83435,20150724,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,38.85,-0.010031,-0.010396,-0.010703
83435,20150727,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,37.835,-0.007092,-0.009794,-0.005775
83435,20150728,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,37.72,0.012253,0.007961,0.012386
83435,20150729,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,37.67,0.007411,0.006542,0.007319
83435,20150730,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,37.42,0.000673,-0.000665,0.000028
83435,20150731,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,36.67,-0.00079,0.002532,-0.002272
83435,20150803,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,36.69,-0.003718,-0.006971,-0.002757
83435,20150804,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,37.12,-0.001799,-0.001049,-0.00225
83435,20150805,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,37.25,0.00223,-0.000571,0.003115
83435,20150806,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,36.46,-0.008065,-0.006214,-0.007753
83435,20150807,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,36.67,-0.003321,-0.004526,-0.002875
83435,20150810,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,37.15,0.013121,0.012856,0.012808
83435,20150811,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,36.03,-0.009405,-0.008397,-0.009557
83435,20150812,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,34.49,0.000492,0.000912,0.00095
83435,20150813,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,35.93,-0.00219,-0.003648,-0.001275
83435,20150814,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,36.24,0.003764,0.002639,0.003912
83435,20150817,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,36.095,0.005605,0.003735,0.005211
83435,20150818,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,35.69,-0.003645,-0.005783,-0.002626
83435,20150819,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,35.19,-0.008877,-0.008047,-0.008255
83435,20150820,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,34.1,-0.021689,-0.018848,-0.0211
83435,20150821,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,32.93,-0.028165,-0.015868,-0.031851
83435,20150824,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,31.31,-0.03863,-0.035166,-0.039414
83435,20150825,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,31.74,-0.010314,-0.000306,-0.013522
83435,20150826,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,32.52,0.033754,0.015939,0.039034
83435,20150827,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,33.69,0.024294,0.023306,0.024298
83435,20150828,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,33.14,0.00244,0.009536,0.000609
83435,20150831,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,32.24,-0.007342,0.001189,-0.008392
83435,20150901,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,31.6,-0.028258,-0.020412,-0.029576
83435,20150902,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,31.77,0.016231,0.008574,0.018293
83435,20150903,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,32.54,0.001804,0.00202,0.001165
83435,20150904,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,31.58,-0.013829,-0.007398,-0.01533
83435,20150908,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,30.9,0.023597,0.015895,0.025083
83435,20150909,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,31.52,-0.012882,-0.008107,-0.013898
83435,20150910,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,31.15,0.00433,0.002607,0.005278
83435,20150911,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,31.43,0.00313,0.000042,0.004487
83435,20150914,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,30.32,-0.004284,-0.004846,-0.00409
83435,20150915,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,31.04,0.011428,0.00714,0.012831
83435,20150916,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,31.4,0.009495,0.010068,0.008705
83435,20150917,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,30.93,-0.000815,0.003861,-0.002561
83435,20150918,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,30.74,-0.015479,-0.005477,-0.016164
83435,20150921,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,31.17,0.003245,-0.00294,0.004566
83435,20150922,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,30.4,-0.013658,-0.013963,-0.012318
83435,20150923,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,29.74,-0.003593,-0.005953,-0.002049
83435,20150924,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,29.34,-0.003719,-0.002105,-0.003363
83435,20150925,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,29.13,-0.00224,-0.009781,-0.000466
83435,20150928,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,27.6,-0.027388,-0.026244,-0.025666
83435,20150929,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,28.26,-0.000958,-0.006725,0.001233
83435,20150930,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,28.91,0.019396,0.014115,0.019076
83435,20151001,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,28.91,0.001863,-0.001856,0.001974
83435,20151002,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,30.71,0.015088,0.016141,0.014315
83435,20151005,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,30.85,0.018751,0.021289,0.01829
83435,20151006,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,30.955,-0.003105,0.002232,-0.003588
83435,20151007,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,31.87,0.009517,0.01175,0.008036
83435,20151008,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,32.37,0.008511,0.0092,0.008818
83435,20151009,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,32.52,0.001409,0.003558,0.000725
83435,20151012,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,32.86,-0.000225,-0.002942,0.001276
83435,20151013,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,32.34,-0.007893,-0.009306,-0.006825
83435,20151014,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,32.09,-0.004348,-0.003108,-0.004716
83435,20151015,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,33.48,0.01468,0.015879,0.014853
83435,20151016,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,33.37,0.003396,-0.000458,0.00457
83435,20151019,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,33.5,-0.000687,-0.002585,0.000271
83435,20151020,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,32.83,-0.001194,0.000564,-0.001421
83435,20151021,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,31.12,-0.008132,-0.010996,-0.005825
83435,20151022,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,31.67,0.013897,0.006534,0.016628
83435,20151023,98433210,YHOO,YAHOO INC,YHOO,14521,98433210,33.17,0.009506,0.005936,0.01103
